loanId,userId,total,interest,monthlyPayment,balance,status,startDate,createdDate,updatedDate
ba845b9a-7eb3-4000-90ae-6379a39b7516,5346127d-3327-4f4a-a39d-6484b8bf9f13,33002.44,2.06,283.03,22829.82,ACTIVE,11/12/2024,4/23/2023,6/27/2024
81c8aa0f-1336-4a29-aab7-102352618ae4,74e0e05d-c2bb-4905-ad91-839d2e0fefbe,29618.63,1.76,215.36,24590.14,DEFAULTED,8/22/2024,5/13/2024,6/27/2024
651a4896-3b73-4065-a1c1-01cc90115085,b4fb0aa4-5eab-4303-8937-c139c0c5e60c,29453.72,2.5,229.46,15766.11,DEFAULTED,10/26/2024,6/25/2023,6/27/2024
577001c8-0546-441a-abd0-a02263697bab,f7eb2c83-83bc-4a33-92c9-83aace91c8c1,29989.94,2.13,208.25,14235.68,DEFAULTED,7/21/2024,9/23/2023,6/27/2024
9a0e68b4-1f90-4d46-8abe-637e5811cdcc,71c6b5d3-77c2-429b-8f73-5a0615f4671b,29021.46,1.82,259.68,6521.89,ACTIVE,10/8/2024,12/22/2023,6/27/2024
44b88fbf-8ce6-45ab-83f9-5f5bc3d7511f,bd026029-cce3-4ac6-8c2f-cc7f1e72d380,34446.63,1.08,205.25,21326.08,ACTIVE,8/17/2024,4/10/2024,6/27/2024
067a61a9-1d32-4e83-b9bc-a4bb97a4960d,94c08a41-b76f-4deb-a968-0af49fc83fc6,34588.47,2.61,232.19,12624.71,ACTIVE,7/23/2024,11/19/2023,6/27/2024
a38e4e2e-e62f-4013-849c-792e3af66634,9a4c45dd-3ef8-464d-84b1-dc4af2090157,34412.86,2.56,292.65,7773.27,ACTIVE,7/28/2024,5/28/2023,6/27/2024
6502990c-efbc-427e-b0cd-7de8995d147e,fc606bef-2633-4d10-a4c2-8c9820942aad,30916.91,2.49,228.43,24686.81,ACTIVE,9/9/2024,11/28/2023,6/27/2024
b7d9bb8f-d40b-490a-95c2-c4f4f31096e5,401762ec-7c53-4145-a48e-ecb40ee3aee4,33614.03,2.45,272.81,20299.9,DEFAULTED,10/10/2024,5/10/2024,6/27/2024
1b1aa627-c87d-4320-936b-a8991a35b38f,cedd517c-f359-48ba-9710-a0d350e8db7c,27951.43,2.51,275.04,9958.33,ACTIVE,10/10/2024,5/1/2023,6/27/2024
1bead9b2-ab58-4e07-acf7-05f848e78e94,77f89aa1-69bc-4aa6-8ab0-8038f71878f0,32624.01,2.63,240.42,7931.93,ACTIVE,8/15/2024,10/27/2023,6/27/2024
601ebd9b-1b89-41c6-befe-c8a9d88372fa,7219d438-96fb-40ea-9678-eb8370aa57f1,32949.25,2.85,212.37,24087.1,DEFAULTED,11/16/2024,6/9/2024,6/27/2024
3ec125e8-2577-41a2-b911-a9806c6815c4,42ed4357-8d11-40d0-8e96-fa5455f08e12,29963.61,1.58,279.27,19027.34,ACTIVE,9/9/2024,3/17/2023,6/27/2024
dc50fa26-cd2e-4f7e-a70b-feaeb4c29f27,ba60d589-d36f-4737-b505-d4882afc88c1,31785.35,2.6,270.23,14437.71,DEFAULTED,7/26/2024,12/18/2023,6/27/2024
ebd8ba69-d7dc-42df-abbc-fbd67656653a,e601c21a-da78-4c8d-a20a-39710d1e57fc,27756.43,1.79,219.69,21957.61,DEFAULTED,8/13/2024,5/26/2024,6/27/2024
9f73fa04-bd11-4de6-8062-89f6dd8d8864,31f1c1d8-d578-43f1-b487-5c81a6e5d1dd,29907.93,2.57,219.3,12948.06,ACTIVE,8/19/2024,12/22/2023,6/27/2024
6cc01cd8-d9d3-465e-9d12-dd08f15fdfcb,f3d99401-362f-4ddd-bda1-e2297f71ed4c,33514.34,1.84,214.59,18652.04,DEFAULTED,9/28/2024,8/20/2023,6/27/2024
274346ff-3f99-4f27-83ce-72c38085d8c9,5019d6ff-a8c1-47bd-9b18-5c66c2334ee4,31216.65,2.87,290.69,17877.09,ACTIVE,11/12/2024,8/9/2023,6/27/2024
5d382484-e089-4afc-83a0-cf3ed6d99076,9ed2ef3c-b584-44b6-9c67-28e501940d2c,27103.86,2.67,258.4,17032.48,DEFAULTED,7/3/2024,2/21/2024,6/27/2024
4ff3c9c6-3bc9-4a59-afe6-a76083792904,b4cabbca-8ed2-4552-a760-0f3473426151,32984.92,1.74,293.38,12676.58,DEFAULTED,8/12/2024,6/21/2024,6/27/2024
17c0585e-6794-4847-aad5-ab11eef9e2e1,ada4ce05-8162-42b2-a722-241be014396f,28066.59,1.4,288.35,17321.4,DEFAULTED,8/15/2024,10/25/2023,6/27/2024
393b959f-65b4-4ab4-8ca4-5d8c0cff1a5d,c694043c-9c9e-4916-82ec-8ba3d317e500,28584.44,2.2,284.84,23827.74,ACTIVE,11/23/2024,4/24/2024,6/27/2024
2b0106b6-e068-49f8-8671-e141ace648da,bd33478d-8206-4c5a-8997-9995a263be3e,30600.74,2.63,218.2,5541.48,ACTIVE,7/4/2024,3/30/2024,6/27/2024
a70e260f-bad2-46ce-a965-8248ef8ca23c,4bf10b65-4c6f-496b-ae5c-c705038d56fa,27021.79,2.82,252.49,7779.97,DEFAULTED,11/29/2024,3/11/2023,6/27/2024
5d0c4295-87c2-49c6-a853-a7d24d535d4c,1e89d1df-7bc0-491a-9d20-5c1244a62fc9,27830.6,2.03,260.44,17984.12,ACTIVE,8/3/2024,4/12/2023,6/27/2024
e50751a9-cb81-424d-b8ec-a337ac0842f7,edfaa423-1c35-47cf-8116-e3a708ca97ba,29032.6,2.42,231.38,18761.98,ACTIVE,8/25/2024,5/9/2023,6/27/2024
8d3481ef-4af1-416f-aad0-d89092765a31,a1306baf-3f9f-42c9-b5db-3871767e4110,28360.33,2.35,242.0,16795.48,ACTIVE,8/17/2024,9/10/2023,6/27/2024
ef560740-5887-4daa-b759-f37076b8593b,b03ab2ec-bb45-4dae-8d12-614321e59f64,28432.58,1.58,210.98,14819.16,DEFAULTED,10/16/2024,12/18/2023,6/27/2024
b5b8b2a6-54c6-44d8-af48-34085a7f82f6,b884631c-5783-4a77-98e4-6e8293c03833,29100.93,2.41,289.16,8779.87,DEFAULTED,7/13/2024,6/14/2023,6/27/2024
1234466f-da42-4c3c-aa73-124016fa62b9,80df5ddb-2fa1-4b38-a5b8-59a579532d91,32058.23,2.94,294.82,5306.79,DEFAULTED,10/29/2024,5/13/2023,6/27/2024
d348c10c-9b00-4b63-8090-1feb3946eacd,4af17083-c67a-4381-8f57-9ed1562330d2,27970.09,2.52,263.9,21688.57,DEFAULTED,10/30/2024,2/19/2023,6/27/2024
2eb27520-3a3b-4a85-8955-0dcc4d2549e1,6e63bae5-347e-4443-b62f-36783064ac15,30690.52,2.04,278.64,9971.43,ACTIVE,7/6/2024,3/17/2023,6/27/2024
fab0256a-ca8b-4584-bf5c-df731c077411,988c790c-2204-4530-affc-490de47f30cf,33147.31,1.97,280.61,16323.2,DEFAULTED,8/19/2024,1/25/2023,6/27/2024
c2b648d9-15be-457c-8a86-0c3bce66c9c5,2aca9f51-d9d8-4c93-a7d5-bfb37fe5d750,30680.5,1.18,247.57,22986.33,ACTIVE,9/7/2024,11/10/2023,6/27/2024
03f24e08-df3c-4332-8c73-b6df7f446b41,79659b27-7854-4cf7-9b01-29c02cb1cf8b,32610.62,1.56,216.39,9014.2,ACTIVE,10/19/2024,6/26/2024,6/27/2024
071c9deb-b0cd-4b88-9bba-9e0160039be6,87a5caf4-8b34-408f-a74b-57e30ca50cb4,28831.13,2.01,262.28,22653.44,DEFAULTED,9/7/2024,9/28/2023,6/27/2024
065e9cda-0da3-49be-a4b4-ec29b30eabe2,6e11c1e8-8bc8-4821-9004-da6290240c4d,34219.76,2.03,207.97,22558.02,DEFAULTED,9/5/2024,5/15/2024,6/27/2024
4009a715-a3cd-4be3-9e3c-6afbec424ffc,ad6118be-9ff9-4bf0-b6fc-d3405adb6452,27343.86,1.36,245.35,7741.52,ACTIVE,10/5/2024,1/24/2023,6/27/2024
243be6ad-f896-45c9-8579-269d454d6f3d,de12bea8-edc6-461c-b30d-2cb6520671e7,34992.06,1.79,294.73,7561.88,DEFAULTED,7/6/2024,7/3/2023,6/27/2024
2c2157a2-aa9f-489e-83b8-30c4803fa8bc,0fcdcaf5-08eb-4bda-b280-3ee5916993ab,28351.34,2.94,246.51,13131.36,DEFAULTED,10/20/2024,1/12/2024,6/27/2024
579ecf7a-72e0-4797-87d9-21bafb989be6,7d3075b1-6db6-4634-87a2-49af0a5d57d4,29389.11,2.39,264.41,11159.49,ACTIVE,10/11/2024,7/14/2023,6/27/2024
c8641cc2-6bf9-4f36-98fe-ade1d92836dd,644b13bf-7644-4e84-b294-f29ab172eb06,31957.4,2.02,291.42,10410.98,ACTIVE,7/13/2024,6/22/2023,6/27/2024
bb883cdc-61a8-4b6e-b928-c54f89ff4a78,0eac9ac9-eeb8-4cc3-ab67-5ec0e4066525,29484.38,2.81,238.31,10212.62,ACTIVE,7/16/2024,6/21/2024,6/27/2024
b85d96ea-38b3-4403-a658-e461c4cca52a,32c552ef-dfff-4645-bc3b-d95b22fbf3f3,30306.68,1.78,253.91,16736.18,ACTIVE,7/28/2024,8/26/2023,6/27/2024
e317f3c8-c4b7-4f68-8fd9-2b97aeb36ef4,2039419a-dcf0-4b8b-9cb1-b08c0a1fa549,32220.14,2.26,284.45,17965.88,DEFAULTED,8/27/2024,2/16/2023,6/27/2024
9c9e2d08-720f-4883-a35c-83af79f6f6c5,e01fc604-d414-4339-9f45-ff7ced409a5d,27633.78,2.04,288.43,8121.68,ACTIVE,7/23/2024,11/16/2023,6/27/2024
572f1f5b-cd90-4442-8b51-8c64f1dd4752,0d240c36-f65c-4a40-baa0-1eae827e4d9b,28964.22,1.07,256.91,5275.35,ACTIVE,6/30/2024,12/22/2023,6/27/2024
7285a1d1-1cbc-4231-8b83-2fbcb80408f4,236d1f6c-c856-46ec-8a57-48b707faad84,28627.61,2.82,264.99,21685.1,DEFAULTED,7/19/2024,12/31/2023,6/27/2024
29dbe136-f40f-45eb-bef1-145db5b71839,ce67f43d-258b-4b34-a85c-d54fc84efafe,31618.88,1.52,232.3,21255.25,ACTIVE,9/10/2024,4/29/2024,6/27/2024
1c5da403-ea91-48b3-ad91-c2c013ecc269,8109a0f7-670d-410f-9c5d-00e27e409cda,29487.1,1.94,241.89,24407.8,DEFAULTED,7/10/2024,6/13/2023,6/27/2024
881c58d5-335b-4225-9d80-3b42f60df3cc,ea8c3a20-cd50-49be-9ba9-bc6fd686fb49,30721.81,1.45,210.84,5495.46,DEFAULTED,10/19/2024,5/27/2024,6/27/2024
f9ea36f2-a40e-4b0e-bda1-f689064c0ab4,11e57eec-a672-4a23-9748-5e5d83cead6f,34695.68,2.68,291.64,13865.97,ACTIVE,11/30/2024,1/20/2024,6/27/2024
a9b16bee-4393-43fb-84f8-0cdd009a055d,46835400-a909-4a93-9801-6af1478f1ef2,31466.12,1.42,209.71,11699.07,DEFAULTED,9/2/2024,11/27/2023,6/27/2024
3fe56e6b-da58-4db5-b2ed-6aa8cf6ba22f,e32224f6-dffd-4725-ac8d-2b0f73c64d18,34617.05,1.95,281.63,8029.73,DEFAULTED,8/10/2024,6/23/2024,6/27/2024
33183c4e-011b-451c-8034-6610945d77e1,ea8ed388-7c9d-4f9c-a4ad-cb4524f15275,33541.72,2.4,298.56,5110.15,DEFAULTED,7/7/2024,3/17/2023,6/27/2024
387c5cae-af6c-4926-b709-745de02bf305,195baa61-77f4-4a4c-999f-cdaa958c1751,33039.84,2.88,228.09,5534.87,ACTIVE,10/15/2024,3/21/2023,6/27/2024
983a26d7-bb56-4bd8-90d0-a9c971cd0a4a,988640f5-d58d-4e68-b4a5-f719b9e3595b,33824.41,2.13,242.0,21211.23,ACTIVE,7/2/2024,2/1/2023,6/27/2024
852b6b69-862e-4b08-a762-517eff77d4cc,f034c88b-bdec-427e-abe7-d24550f46f17,29063.31,1.3,274.21,9576.02,ACTIVE,8/28/2024,9/15/2023,6/27/2024
98dc08e8-67aa-46a0-96ce-e9f9a2153aeb,4f7f3329-13de-4888-a54f-fbb44936f8f1,29282.75,1.14,214.3,24402.62,ACTIVE,9/3/2024,2/4/2023,6/27/2024
b32dc9e4-8120-47b0-bbc6-3beead2619be,5965d15a-8675-4172-a741-d48c243960e0,33108.37,2.06,222.26,23778.55,DEFAULTED,10/18/2024,11/8/2023,6/27/2024
2f47e6e5-2267-4f44-80ca-72da260ee82b,ee3ee3ee-1860-465d-9847-d6743f4968b0,30984.69,1.02,274.4,7497.36,DEFAULTED,11/17/2024,1/26/2024,6/27/2024
83354156-2c5d-4675-aa1d-339ff85e2be2,f77c76f2-8dcc-4b2c-948d-3b5f0114d2be,33795.3,1.57,233.61,20499.59,ACTIVE,11/21/2024,5/3/2023,6/27/2024
7b18c5ab-2ecf-43b1-9b60-e549744f9c89,c1c4dbe9-75b6-483f-8f62-27ae39d87718,34365.08,2.89,267.24,13532.07,ACTIVE,7/19/2024,7/31/2023,6/27/2024
8d10da9c-f409-4b92-93ed-367b217040df,eae7feda-f5d2-41ff-8d56-401d61395ea5,27030.88,1.61,206.39,24258.68,ACTIVE,8/26/2024,12/11/2023,6/27/2024
e478ad8c-1f33-4489-b1ab-2bb3642c62b5,f1788b3e-895f-4f4e-bd2f-66a4ef9ec318,32663.67,1.75,203.21,10504.14,DEFAULTED,11/10/2024,6/3/2023,6/27/2024
698d71c2-0b85-46b5-8471-7f5caa7221e6,496e333f-8e95-44bf-9e3d-c378fa89ddd7,34428.46,2.66,269.89,6619.37,ACTIVE,7/28/2024,11/13/2023,6/27/2024
c28a2f5e-6d18-4faf-8be4-e965d49a3318,be0f2799-db7d-4eba-83eb-9f1281068b1f,34773.46,1.83,288.12,5164.85,DEFAULTED,11/6/2024,2/18/2024,6/27/2024
a882e848-4dca-4c6e-808f-ad8fea96add7,c41cb5c2-752e-426d-ac7d-30cc34d68e23,34859.34,1.25,265.35,20689.7,DEFAULTED,7/19/2024,10/18/2023,6/27/2024
a5c5754f-2099-429f-8c50-efe30a73949b,e3665c89-7f0c-409f-9536-8d0dd22e18c6,30619.09,1.73,212.6,11384.05,DEFAULTED,9/6/2024,12/28/2023,6/27/2024
50efe584-6ea9-434d-a1e9-b4e426b6104d,abf8531d-2801-414e-9e06-e133d8762ff4,28617.0,2.65,247.18,24053.94,DEFAULTED,11/29/2024,12/5/2023,6/27/2024
a1727ee1-f245-485d-880c-b7f8960d455a,d91085a6-1770-48c7-bb92-ba19e3c2ca30,28694.03,2.83,280.6,5305.9,ACTIVE,10/31/2024,2/21/2024,6/27/2024
926f91ac-ac47-4953-8378-923a7ced55a4,1eb3e86c-b92a-4409-acdb-b66c3e74e4bf,30086.63,2.78,299.59,24018.27,ACTIVE,8/21/2024,10/23/2023,6/27/2024
2b3711a4-83ef-45be-98ce-d78e4b098f35,0e9f6b26-f37f-44bf-a2e1-623c399c3ffb,32284.87,1.99,292.93,5565.48,ACTIVE,7/24/2024,3/24/2024,6/27/2024
e6204c4a-62b5-4ef0-b2a3-ed0fdb77374a,e0c7f1da-52b1-401b-b8da-4e396289fd4a,32536.97,2.12,225.36,7665.01,ACTIVE,8/1/2024,1/31/2024,6/27/2024
7eb1676c-a58d-40e3-9beb-104df9f89111,5b023e33-2856-4bb5-8c61-f071492a8029,33883.29,1.75,269.72,8856.1,ACTIVE,7/13/2024,8/1/2023,6/27/2024
f0e3bf7f-87b5-4a7f-9c21-578150c4cd44,5f67dd65-6a75-4afc-80ad-e1327b951101,28900.06,1.92,235.86,8492.63,DEFAULTED,8/4/2024,2/24/2024,6/27/2024
f02f419b-fbc7-4008-ae65-573e78e2d1f8,6f17ecce-71de-4731-aac0-b1d0cebad861,28146.91,2.85,279.76,20432.0,ACTIVE,8/6/2024,3/10/2024,6/27/2024
2eacd1a3-0507-48d6-93b4-dfb89f0e4adb,38d22ed0-5dfb-4957-9c90-7bdd68e65b0f,29210.27,2.66,248.27,7269.84,ACTIVE,11/4/2024,12/23/2023,6/27/2024
6772911e-e18c-49cc-902f-ef41e459ea96,6a15bb35-7c46-4fc5-85cf-b77c1a70ab13,33528.12,1.24,262.52,22794.68,DEFAULTED,11/20/2024,4/6/2023,6/27/2024
78c855e8-4554-4638-aaab-b9d8a52812c8,bace9545-001a-4255-bc46-1adc4273cd9b,33249.91,2.15,207.15,5851.92,ACTIVE,9/5/2024,8/16/2023,6/27/2024
868aab2f-808f-49c6-959d-4a31e60356aa,ad94d515-867f-42ff-8118-98bf13bbd469,34765.73,2.86,283.75,13540.79,DEFAULTED,11/25/2024,5/23/2024,6/27/2024
97f99a85-b8da-4776-b841-7480309d336d,ffe680ac-9e95-499d-8e35-638df22d996b,27104.12,1.16,258.23,15506.49,DEFAULTED,7/21/2024,5/25/2024,6/27/2024
58d901f9-b978-49ed-be58-d157d2e5d515,b62b4f7f-3521-4459-8a05-2824bbccfffc,34360.47,2.22,284.51,20071.29,DEFAULTED,10/19/2024,7/19/2023,6/27/2024
bd375dd0-605b-4425-a416-5a7a12209bba,6534b6a0-8334-42ab-8e75-53ad3337598f,31798.53,2.33,254.41,16845.34,DEFAULTED,9/7/2024,5/15/2024,6/27/2024
d2c0b178-2ef8-4054-b72e-4abeae25eabc,acac2871-3b0f-4a21-99cb-1eb9e3135433,31778.7,1.28,220.48,12277.25,DEFAULTED,7/5/2024,6/13/2023,6/27/2024
2de4057d-e7ba-4f8e-a004-cb42b5d4ce3a,0ee55432-f1ee-4752-b39c-57a05a1c6558,27660.81,2.68,246.51,23928.82,DEFAULTED,11/24/2024,9/2/2023,6/27/2024
30bc3570-26f1-46a5-bbf2-c0607922135a,b671cb38-b0ee-4b50-a654-419998278f4c,29491.05,1.08,247.26,5712.13,DEFAULTED,10/7/2024,6/23/2024,6/27/2024
533a8e1a-2ea8-4262-be83-22de8fe07cd7,75275521-2889-4337-b379-2bee995606ae,34901.07,1.64,223.16,12714.97,DEFAULTED,9/21/2024,2/14/2023,6/27/2024
3e5d08c2-7e25-46ae-a3f9-bc08f6580a42,17fa9203-abb6-4533-a67a-ff24dd8f13fe,28414.7,2.77,276.5,19152.19,ACTIVE,11/18/2024,7/7/2023,6/27/2024
8fc0bacc-0457-46a3-874a-88deabf694d2,27295c5a-7982-4be1-ba08-903494ba5fc1,28155.88,1.67,270.55,10233.84,ACTIVE,8/29/2024,3/24/2023,6/27/2024
75db71ad-3e0a-4ed4-a7a3-18d3fc924a40,5cf4defc-f020-4252-a24d-1c3a1a7e7192,27805.65,1.75,263.51,21472.62,DEFAULTED,11/16/2024,12/25/2023,6/27/2024
2c9eb55f-267c-4027-a7e0-74681418da33,a6740a88-8b82-4a0a-8b22-386adb7067cb,29469.87,2.52,221.76,13864.73,DEFAULTED,11/28/2024,2/3/2024,6/27/2024
546d373b-b88e-46ff-bbd6-452ef949cf97,950b90a4-23e0-42ce-a417-54c777d05a76,31511.59,1.86,267.41,6225.47,ACTIVE,7/3/2024,3/30/2023,6/27/2024
b210671a-2270-4b06-a9a0-a22113211b26,d5bf7217-a051-4ccf-aba0-8416a0ef2d27,31134.0,2.65,214.2,23999.08,ACTIVE,11/4/2024,11/11/2023,6/27/2024
e9ae6ec9-1a50-457b-8c5b-9f02359ca90a,86d63817-e241-4054-be0e-0afaad934558,32734.09,2.69,239.28,23828.65,DEFAULTED,8/16/2024,6/4/2024,6/27/2024
32219a51-898f-426d-940a-6364515acb79,cab482f0-7ae6-4a03-9d4e-da99f9fbedce,32163.16,1.47,288.58,18753.72,DEFAULTED,9/10/2024,2/3/2023,6/27/2024
8b429aa7-592d-43c6-a5de-64cffa19bb2e,3877d908-bc16-419f-9a04-10938849a0fe,34332.92,1.85,256.52,7059.34,DEFAULTED,11/16/2024,2/12/2023,6/27/2024
aeef699c-2e36-443f-8e1a-c97e77a33395,8b738b1e-cbd9-49ac-8e20-3b8ac6f53190,34063.76,2.05,222.25,22112.65,DEFAULTED,7/5/2024,5/19/2024,6/27/2024
79875389-3db8-4065-a4d1-32fbdb64e2af,317764e5-a727-4aab-bf00-6ccbf66334fb,27739.96,2.04,280.43,8613.45,DEFAULTED,9/25/2024,9/17/2023,6/27/2024
7ed4e30c-cb75-491d-b7c3-bb13dfb336f0,edd31254-0a7f-4c26-9630-e01740bc244c,30162.16,2.6,263.33,19845.35,DEFAULTED,8/24/2024,2/5/2024,6/27/2024
077d8a59-7138-4bab-8d41-e58d6ec19f63,99adbdec-2d8a-4f31-8e80-7a287775d1e9,30472.54,1.83,283.5,21576.65,ACTIVE,10/26/2024,7/14/2023,6/27/2024
111206b6-c70b-4fd4-a4b5-cd6026fdcefb,c77a3cf8-7374-4092-9a05-0402f026f0e2,32139.5,1.77,220.77,13109.27,DEFAULTED,7/30/2024,6/2/2024,6/27/2024
0e056f66-eb5d-4635-838c-7cf3398856dc,0fe0a18a-df34-4ed3-969c-f30eec37a27f,29296.47,2.22,286.14,14122.66,DEFAULTED,6/29/2024,6/12/2023,6/27/2024
27fd8851-dac7-4a7c-aa1c-6095440c4fec,0f46c307-b860-417e-9bc8-08a481f087ae,34965.22,1.48,200.08,12641.15,DEFAULTED,10/4/2024,2/8/2024,6/27/2024
6356df4f-017f-4aac-a254-002a982fb2fe,08d6bed6-4bc9-4758-ad88-d286f4bd5576,30335.2,1.84,242.49,5870.7,ACTIVE,8/27/2024,10/19/2023,6/27/2024
d1a21f24-709a-44cb-bd15-baeeca12442a,ddee6800-8d9b-47f8-bc49-b6715ba9ed4e,30719.05,2.95,297.37,10050.21,DEFAULTED,10/24/2024,2/1/2024,6/27/2024
fe179005-e07e-4b89-ae76-6038b5bdb150,7135c363-a184-4711-b396-2d8e525dc3d5,32644.93,2.51,293.14,7833.04,DEFAULTED,7/31/2024,4/21/2024,6/27/2024
00e85d73-1052-4a65-be77-c66abd303576,988730ab-1936-4a9b-81c5-edc0059a7c8d,33560.2,1.5,293.5,9109.76,DEFAULTED,7/5/2024,6/11/2023,6/27/2024
af26d65e-6604-43ff-8929-55b285425a30,01ebc9fa-2c61-4353-aee6-0895b8ba30c0,28390.35,1.84,214.38,16759.13,DEFAULTED,10/4/2024,3/30/2024,6/27/2024
5652a116-1c64-4436-a865-85aa3a407c37,5ae20b55-7366-4593-be8b-147d1eb4c9c9,30412.35,2.77,214.14,21498.05,DEFAULTED,8/5/2024,6/12/2023,6/27/2024
1fb42bad-b1a8-40d7-91f0-b5b43a7c8f7a,d6299839-e7ef-4a5a-b7b2-824de0f52802,30346.06,1.07,247.0,14291.32,ACTIVE,8/28/2024,2/3/2024,6/27/2024
5a18a71f-0b77-413e-9d9b-94d129a2d955,6866201d-fb9e-407d-be34-56eff57f53e9,34920.84,2.02,273.45,19577.0,DEFAULTED,10/31/2024,10/10/2023,6/27/2024
103cab79-63ba-414a-9629-ebf978376ead,77cea350-7eae-463e-a8a1-df5acbcc7d62,32908.95,1.33,251.79,22526.19,ACTIVE,8/1/2024,4/1/2023,6/27/2024
cd0abd0f-8a99-4654-8a5f-591a4e8bd0ed,a875b69f-0d00-4c95-a683-5d24774ca001,34022.71,2.28,240.72,14371.94,DEFAULTED,11/12/2024,5/2/2024,6/27/2024
5d9f7629-1724-4039-8b28-d1ea4f6b5dcb,b0211142-a4df-4af9-b42a-48c2a426a9c7,32119.17,1.94,249.01,16382.21,DEFAULTED,9/3/2024,5/8/2023,6/27/2024
e43893ee-55b0-4a66-b66e-104ba69ace74,de03d3af-40f8-4307-bb5a-ae449550d014,30457.98,2.28,258.2,7202.81,DEFAULTED,10/31/2024,12/22/2023,6/27/2024
f8e03480-8dea-4f13-ab7d-32bb4b979f83,df7a081e-9fa0-41e1-a46a-73ae0b37562e,31336.3,1.68,232.03,17041.54,DEFAULTED,8/26/2024,5/8/2023,6/27/2024
a4e08940-0c35-4d42-8fda-0ca61072fe46,1d817062-aeda-404f-bfca-3d7e5d34e897,28259.0,2.31,279.43,9114.41,ACTIVE,10/19/2024,4/28/2023,6/27/2024
461e3315-5f05-4004-a413-d2c9b859ead3,570de453-7c21-42ca-8123-e9d07cb37cdf,31725.29,2.74,204.57,21337.05,ACTIVE,7/14/2024,2/27/2023,6/27/2024
477753ac-137e-43fb-abc7-565a71668e1a,47428a52-1965-4add-91c5-f8f01f381cdc,30998.34,1.09,240.5,23465.98,ACTIVE,8/8/2024,10/14/2023,6/27/2024
a7e9f32a-e08b-412a-b025-8dd0678014ab,143093cb-4ac8-4248-89dc-61cffc01a9e2,30429.56,1.04,233.07,10700.37,ACTIVE,7/31/2024,2/24/2024,6/27/2024
89970f62-8b7c-42a7-9f58-2ac38ef7bba1,df913691-d972-4211-88b4-ec760d452d58,30730.39,2.69,250.79,15494.19,ACTIVE,7/6/2024,2/13/2023,6/27/2024
